tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
GRANDMASTER,dfPPuQ4kOr0EZAqmnQ6gvICdGr9g8eagX09JjmJb1HQETKk,능형근 견갑거근,500,173,74,False,False,False,True
GRANDMASTER,OL8buKHcH8WoNrS-cr4LZJ0VPLvlSWkxd13GPKkMVJHgnPk,Awe INT,368,1089,1076,False,False,True,False
GRANDMASTER,m4FnmSburheUCbj8UeucVOCJKAmb37mzRK3Gq5Hxh8swYOQ,Fotune,499,482,441,True,False,False,False
GRANDMASTER,njx86X4JcEIg4wyimnel7u9Ay1Nl2UDVJTnXT4m89sBYXfc,UP Heart,547,719,647,True,False,False,False
GRANDMASTER,31wJM3SwELpkyetCh4wXQ874ZsqU3TGFnR6V--8BqjK60Xs,Easy 1ife,296,585,576,False,False,True,False
GRANDMASTER,u-2J-oRvLdWKMuUO_wLOgtCYN58M7e2sCgyN0WUwKE3S4A,오늘점심은딱콩,515,118,69,True,False,False,False
GRANDMASTER,Hd84Ui_dWR5_LsN0BKdXTzazdhgQUCHbzF_2nL9noy5W33A,Onikiri,632,702,641,False,False,False,False
GRANDMASTER,2CeYHQfDExvZxItKdDxFJGFEGYLVal0tHENYdvejC-2wNg,려창동,685,364,319,False,False,True,False
GRANDMASTER,pndcT8cWpRsSGWmkxoQ3KVU4HAffVSzgkMgyyOjwX2fkwTI,계곡가서라면먹기,505,206,180,False,False,False,False
GRANDMASTER,tzuR6ORAuCYEeZVf7XxWxetKXbMyr7mmbHrhZPfvUZd4ueU,울부짖는마오카이,445,975,941,True,False,False,True
GRANDMASTER,ePWWjVk8om6WhI1g3rgCmupAgGOMgwYgRAABtWarkePW7aY,절대쓰러지지않는,340,251,213,False,False,True,False
GRANDMASTER,jRbVTL7y3CGfPl7FjV39RuTolLqIgzZONWNjCNwhqLECma0,Rise,620,256,164,True,False,False,True
GRANDMASTER,DLQpDixly5zCCZEf9UJ4Q6_tTlVMOBoxo_d34EKalP2gYCQ,tiebanshao,700,760,720,True,False,False,False
GRANDMASTER,j-OzSNvqP3mdPzewZvPyB_ucJvGFDDRcHjJ9ivCrBCBQDGw,베일에 싸인 사람,407,227,144,False,False,True,False
GRANDMASTER,IhZ1qwrx7qaTzQgwEIuVNonJS8lw7lvkUh0CKIvQx2bpMF4,Curious PoP,651,220,182,False,False,False,True
GRANDMASTER,_t1otYcnrYcQkreeICIeo8lo_n2j8zHjsz2iua1Erl-ugaw,승지부기,588,129,100,False,False,False,False
GRANDMASTER,20FMAv7dk8MKLED8Hfd26CFPoVNB8rEwYJuf9oWHBzGvPUg,final resistance,450,243,219,True,False,False,False
GRANDMASTER,kKSH6LF9_TWJ2fFjj2GJKQOlCopbmy0UfyM9_0Xwszw39A,압도적인,573,155,144,False,False,False,False
GRANDMASTER,0JNQ5mxkWOxAHvNSChLCciuoAq0WtYqq8-Cg17bBXWMzxTw,Korek1yo,363,345,312,False,False,True,True
GRANDMASTER,QO4OUSi2xwiqIU_yckNK1-WkSTONk_ZWLvEhsogPrm7quCo,asdade,545,495,459,False,False,False,False
GRANDMASTER,XKWam2T9EZK8YklCtUkcvKcR-9ficJeS39MYG5rEKQ3ArEg,IIIllIllIIIIIlI,576,309,243,False,False,False,False
GRANDMASTER,I3mJoXcUhM_BMMFJ_X1ZvTtbhoKOmgbimfhgEXkpnMacJR4,룰루보다잘웃음,437,330,309,True,False,False,True
GRANDMASTER,pybQFxDO9JbRx5lr5UpKfQweu9YvYr5wzVvwBEljK5_1JPo,happy game 24,337,184,146,False,False,True,False
GRANDMASTER,jRxqBplTPNwzrWoffa1czSA0_coehNKN_JNJXiZs7wFqfw4,Single beltk,641,238,134,False,False,False,True
GRANDMASTER,3KNY7DLYMnjGGR-yRlxwTmGkR99OCjeK-maDdeDx5F3Gdic,Fa Poibos,496,434,353,False,False,True,False
GRANDMASTER,cFPKwF9-9vW5PmPahaYdUJX_02MczW0AXnC2Sj0os2AvMF0e,KR Puff,437,239,153,True,False,False,False
GRANDMASTER,yHuzK05lGEtrzbl_SoqbVbKB_nCRDUfVp7MvcXaY_N_iu5k,SeongHw4n,325,166,148,False,False,True,False
GRANDMASTER,5IfCpyTbAN3sgWSVpL5sy3IUf2-rRKRDb8U-II-OlPpuO1I,몰려온다 폭풍,471,235,192,False,False,False,False
GRANDMASTER,FiW77qEnDDxyd4IvjuONI06ysR-HrokzwqWDz_H71GPGtA,게르세르끼,497,226,178,True,False,False,False
GRANDMASTER,DF654zpFS8Fgc7LQCDRRfR3YBOKXHFV8jgDmwSigad0LEUQ,쭌 베 fan,476,717,701,False,False,True,False
GRANDMASTER,oER0EKmieE1fHvnFxvs1d6L-bTbQ0aXok9-GX4hOv11xFVU,fcajklweclki,423,468,447,False,False,False,False
GRANDMASTER,4-EQtna03BoxGrJFHsZfkeepJEz22umhiIEggOqV2bh904s,좀 혁,601,757,719,False,False,True,False
GRANDMASTER,-mW0es4eCFxYpkY1A2rEcljgHJYpLh36K8T_FpIGN_4ybfs,TwitchTV 김망치,610,245,209,False,False,True,False
GRANDMASTER,8VG2jreAhb2CbztjwAj4TorZloPgtYyz8LeGHehb6rXNtX8,유리Yur1,505,495,459,False,False,False,True
GRANDMASTER,xr7lydhngbIbrcHjfTdAkCv-R1KckZRBtr76Z0BtA6AQlpM,cqpo,455,1110,1080,True,False,False,False
GRANDMASTER,apNeHSZpeR3l5MoJWGfPIiNrI9a3PPnKbANjXNVnSXKL8DBQ,qi guo shao you,343,332,250,False,False,True,False
GRANDMASTER,kWQTKYQ2hbJOsSIe61VheKg9agWDV71c-BnB0uweXA16Xnc,MooJin777,648,445,419,False,False,False,False
GRANDMASTER,lg9uvI0viu2gqlDG_WK63dEH_u5_pNpS1hNXn_RvD5yYVoM,오류동 갈꺼야,353,442,434,False,False,False,False
GRANDMASTER,Jet1NJpHikbfWNNN4pSR2eGhArPKvz7j_FORjas6XgdAdg,After You Die,321,146,117,False,False,True,True
GRANDMASTER,oEujvHjwrpui-JX7YwZIWVr3b1XvAeCCau9IvBYgwHdCsCo,19살 이범석,339,505,453,False,False,False,False
GRANDMASTER,5HmH1iWx1e0qtz8H77JFgrqhFs8H5nB0Kl2oTWrlPCOg1Ws,cautious mid,399,322,235,False,False,True,False
GRANDMASTER,p2x5TDgdBFYS6cKj8LPmSh0aS3fx-F7Fr8u0amDza25-5w4,JamDDing2,385,451,397,True,False,False,False
GRANDMASTER,7tv71U2Ni5PEcuPSIRZ9AhauqpLB9emr7eb38XjUSIBpZCk,dao mei dan,439,872,850,True,False,False,False
GRANDMASTER,sN33frS6n112TXFIKQPpO-_JrHTcy0fk4mNszAp0N1T4cys,잠 이 덜 깨다,365,653,622,False,False,True,False
GRANDMASTER,ijF_KE4PRb24tTLW-p2a7mTnA9ExMp8sU9Fh4rota3YwuSg,shirushi,321,146,120,False,False,True,False
GRANDMASTER,VR9peSVuhleEbca82DOboBmhmY-xQKEyVZVOiYO9lDDWZus,DWG Ghost,525,434,397,True,False,False,False
GRANDMASTER,7a0NxOIH4OR0yfZTSz2Bh8rtZdmcKZjeAvdBUZhBZgMRUYg,R4eZ2z,442,201,154,False,False,True,True
GRANDMASTER,90wJCumE0wuLRefW8WjMa_QtvvQVBbysrh4rJ-SaZn6eIVQ,NNKKJI,545,924,847,False,False,True,False
GRANDMASTER,9FJPBlMYdGOArPtUHfeAsikgZVccOt1-n53t87eOxAMTMTk,UECA2,425,401,368,False,False,False,False
GRANDMASTER,8AgmjWF4fHH-7nGyH5Lws72qpv8i_p1gEBLzT56DyE3QhZo,xihuan daye,384,221,194,False,False,False,False
GRANDMASTER,s5f4T89GPzL2IzgtfqE9hWi8y6ZuhxL_Bzm7UhdJhSD6ZQ,흐 림,422,62,36,False,False,False,False
GRANDMASTER,-fgscdlFcN9owtNegPgYTo0k9WxfX0vcw_nSyU97XCR1hNw,DFM GAENG,605,382,360,False,False,False,False
GRANDMASTER,UrB4-mQbeum6zMiRDRc89-QH85Jo-jJcCCx97jEzsmG7fKY,nan yi hu xi,484,499,463,True,False,False,False
GRANDMASTER,qVvT4ryVEhRtUzA-LwE0v__XIySCRcMVY07RD2vVamPyB-8,오구오구라유나,375,640,625,False,False,True,False
GRANDMASTER,grhC46BR_kpsgxp_CgRTj46fxFLIh5OsRqWN_Nvlo8bW4Po,집사님잘좀해봐요,449,208,158,False,False,False,False
GRANDMASTER,ZO8qquzL9yMQbHeZiXC_80ONkKnTSn7rhcfJghY4EpUhNcA,GAMEA1,404,338,243,False,False,False,False
GRANDMASTER,_XFefIqd7GuEZ-RkoHvFY6H6xjCRVue2lCsrAIVi0Jl380E,NaruseSh1roha,518,606,584,True,False,False,False
GRANDMASTER,IEFf1EQIW1whrzTmPiUUV9V69Nu_lgGVhaphXhcvsI--tAE,DRX 준,444,212,121,False,False,False,False
GRANDMASTER,8dkBsfnjfYSeqU9mLpEwTfAC3pGYZQsMbHcleSspI4Ujfj0,BRB Shadow,600,333,302,False,False,True,False
GRANDMASTER,LpFXY-VejO1ZIk_WCaVfTaiJ8QtF0xyTG2QRE76JTOtXmZc,nice puppy,440,449,421,True,False,False,True
GRANDMASTER,fPdaJtQsdHK1NqSpe5h4UAE8NAmLKunF0FUdHgqg2R8oERw,IVERN KING,353,372,307,False,False,True,False
GRANDMASTER,2pevjmg-_mGSPfcjOic6lqXjG7PUOrU_seCIW8Up8CwFB_M,YeQiuFeng,570,403,301,True,False,False,False
GRANDMASTER,5NTAk-nEtMMaGIu8mOm-ir3TYEKekOR_yuwkB0Mvtx9V3TA,xinxinxinxin,299,805,787,True,False,False,False
GRANDMASTER,CymYREMlPgQERK97bMbgGqB_yEyb2--klgVP0eaVkW7DjfE,yutazz,497,450,405,True,False,False,False
GRANDMASTER,6HfOIQz7tdHT--IzYKZxQuNoE9gvnM-seP4tIk_3aa9EWcY,까비KING,378,699,679,False,False,False,False
GRANDMASTER,Yp6IQ4bNG_K_u4nWeR9MwyrjaZhafSd95Bz82_3bPxGMDpw,Popular0,438,650,617,False,False,False,False
GRANDMASTER,-8gOeIrLS3SYW9yb5BgzJvLfkMd-fqegPtE0uhLoyljoYlU,1020304050,321,576,550,True,False,False,False
GRANDMASTER,cZ6g0YBLgNchRKlAUyVaABfEGu2K2pdvLyy5QEJElW3MdfM,강한척 놈,399,266,195,False,False,True,False
GRANDMASTER,NLNd4ZR28nPo_kS3nuj-51oYOfi2_VCTkSvzRASWodLRjBo,Clever7,547,328,344,False,False,False,False
GRANDMASTER,BNvjqAuqJPju624dv3qS42R79b0WxPwvQ5jv7peaTYJScbM,QQAQQC,329,426,408,False,False,True,False
GRANDMASTER,VeBWaFFny3hglClypOJJpWcAdhQqtwv-N4FKb1833rRFfbQ,aabbcc1123,603,192,155,False,False,False,False
GRANDMASTER,ZB3MvGkY6nE9WuqU_3hfZqkMrEOk7W4suhfoKhec8RBVJvo,스노우맨0,546,213,184,False,False,True,False
GRANDMASTER,HWMuj0g4ZUajeUKTvjw6jrAyKBGZ7jwZvfHPyZUGXYiATA,불다이아,504,121,129,False,False,False,False
GRANDMASTER,7KcQvyTqKT0XyuP2Pc_jZDa6FqpMyuFQBlPRHmS_Yc-3qlU,비가 와 요 보배,470,397,296,True,False,False,False
GRANDMASTER,Nf67UOKCCc4cf_J39AgYBeDJf6lDoTT7qFxc3Ill1aaxBw,못먹겟어삼각김밥,459,406,378,False,False,False,False
GRANDMASTER,VbP88w6RPv_Vmh9p4iCt8XYHu1ysxapTTfr1H55wRqAlaQ,승리는한끗차이,358,642,500,False,False,True,False
GRANDMASTER,vTeMBKLPByz605eWoHTAA0C9abDLonztbTKQlB1rgPvHWbg,pzz 1,344,502,467,False,False,True,False
GRANDMASTER,-vLK7y6cBT_VzRdulu-PHr55dR45flJ-nyddv8hZrWwwVjQ,TnToT,489,654,624,False,False,False,True
GRANDMASTER,qk_B6088NUL_-1388ZqKch_9spqXFJzBGa06_T5VRKKQ-b0,덕담에게듣는덕담,392,317,230,False,False,False,False
GRANDMASTER,xZJU8OYzLyExESnlB_TytV8Q-ZB_-Y-dM0n0RVyE4vpu70Q,카림몬,351,380,290,True,False,False,True
GRANDMASTER,kSXYNmspANh4Z4rhPXC9g7C1_M9ogaEU0r7DKtCVAg5cnA,OZ SoaR,615,210,172,True,False,False,False
GRANDMASTER,C0_8fddVELPrn14QC3G0Ufbz7RTZKVF7UqX4hHiZnq_rxO0,짜요짜요응원단장,474,219,179,True,False,False,True
GRANDMASTER,AgZXnptUN_FC3H3CQl-W9S3Ip4W4l3PpdtwbKJZYxElOcNg,zhuangBwang,525,1070,1018,True,False,False,False
GRANDMASTER,uSSK711p4RGr0_kiSc2wtzMv-s57HS73yNEXCd-dikpIrtM,아라가키 유이,594,353,324,False,False,False,False
GRANDMASTER,uj2pdMm5ojWIVbToUxaiHA3I3C8JaWVVaHv1wvaVoudp_w,쿠붕이,673,398,387,False,False,False,False
GRANDMASTER,IA6-wP4O1-9aEHTvvTfn6mMpAqPU3wkKD9p4lvdKp-hc93A,따 균 좌,365,863,848,False,False,True,False
GRANDMASTER,4PtQl621r3ro15E2qPXB55tVbpltP5E3jaSFmZHYH8x0CJ0,나한테만,354,369,338,False,False,True,False
GRANDMASTER,l8Ije2Wn1fKEHJFKtLTxW9RVQ62-nRt8zwH7zMLiBWA-Hhw,cexk1lng,603,847,826,True,False,False,False
GRANDMASTER,XJXi8vpfOAIlA0EGvZW2C6KDi3gtZ4G2tGOphALBBw8x4O0,Dante01,346,827,789,False,False,False,False
GRANDMASTER,qLYLj5uffGo3xl2u3KGozXFa-gqP4kRWDe6rpahyGpXDsEw,hongyanmeimei,476,616,582,True,False,False,True
GRANDMASTER,q0JI26xOn4-UtEVjKFCeLe-WfO-RirCu2pNRITGPEtlE0OQ,By myse1f,509,200,170,True,False,False,False
GRANDMASTER,QiK8x_KJHutcXjFB87XrsYs45s5Aw8m9nwvgMt98gWwXvxk,만족금지,643,240,203,False,False,True,False
GRANDMASTER,9ltWuUY9RrSRR9MRfG2yWX-jqqNia8tDR4xCC4x0FZskvHM,조이보다잘재음,581,135,91,False,False,False,True
GRANDMASTER,8a6IeZmTTSbFxonJXKT0aHYcHCio3bR0T6Nzce8q7ytJwlA,강주연,418,367,342,False,False,True,False
GRANDMASTER,JRkYeOa1E6hRFpcFluU1XeLbJTTEXxqqj2-OvO4lt8UPdAM,아처죽을기다리고,327,556,529,False,False,True,False
GRANDMASTER,8pflDc7f-LfiAQd1mLlpV7isSC5rJ6VjX2agSAGlJaVOrUA,밍 9,431,377,357,False,False,False,False
GRANDMASTER,7j6G8f6nf_XohgRECLdqIUexUpd7XwugxyoASl1M20GYUmc,일렉시드1,447,228,210,True,False,False,False
GRANDMASTER,m5D7w6zI2C1tGIQuOJQ8Gua3DcFpmfB6qgG8d0Sg__YPtPk,EC1996,408,1165,1109,False,False,True,False
GRANDMASTER,BvBx4SRQL7PXtZtypkvpAAx5M0_TA6H_KyKpuxKXgbcbbhc,곽곽보성,727,412,359,False,False,False,True
GRANDMASTER,_KnrL1fR4kjAwEEuZSACed76OUcwM_s77bUZYBknz3MY8A,너보단 간절해,407,306,268,False,False,True,False
GRANDMASTER,IqDgDyuXdjSEoe1vo3Fa_yVtnwqfpzT6AU2FguGs9dR0xa0,wuwuwu wosile,669,651,595,False,False,False,False
GRANDMASTER,TOzp_OW7PK0_MUKNgYW4zpuxWdRE_at7Ytgnt8PNT0gkKQ,돈까스틱,332,350,323,False,False,True,False
GRANDMASTER,yzZ_xy6aHvwFP4oqWlOf0pFAuoeufcovvJd8T6v0YFroJIM,Babe Z,625,905,852,True,False,False,True
GRANDMASTER,vuCcGBGcwQrJeXRJuBhZCKsOzEIhvrit6nZ6QZ-vM1Bp_sQ,ke ke ai ai,659,468,433,False,False,True,False
GRANDMASTER,vy8Vr6riGnj2fUXlcn53dwpE-e5T3_dCr8yu4LbvFXTVmE0,HUYATV Attacker,593,274,224,True,False,False,False
GRANDMASTER,fwViLkcqU7GqvIlxWaSXXhH42rN_OafMsbsMzc8tBcGNXGE,기발한 그브,463,178,95,False,False,False,True
GRANDMASTER,38Oowvj9G8h0Sox0fhepT5HUte4fvecuXFBUxS6KCtq6h0I,FA  Mockery,614,361,320,False,False,True,False
GRANDMASTER,DYRE00cBcyEb4IZghXAO-40DtcxJmeYtN-waPFJ4y2Mu44E,vvi2,462,190,155,True,False,False,True
GRANDMASTER,4SwXsmrtD2VW3AkNrSIHKZBYg5Pg_EyP0SwMKuqDdCatfpc,우리밍밍,514,520,465,False,False,False,False
GRANDMASTER,OnxJpYLhyzdT3ZKFDuZ66UkBiCoMl07dQIkoITLgz49H9l4,hewon,471,467,414,False,False,False,False
GRANDMASTER,x1e_xSLD1Q12_oYfY4NlzsYe_e5oQdw-mGfiQsrlS3iM2yo,pilotl0l,389,267,189,False,False,True,False
GRANDMASTER,yyr9PAzntg0LWW-ARNgOX8pymvKjnhB9ep54DgRNbO_qEYU,ZOEKlNG,636,120,80,False,False,False,False
GRANDMASTER,TF9dH6BiiShTYCoNr9hmPctnUzKyZVAwdzXKWoEWimrH75Q,Yunohana,356,257,237,False,False,True,False
GRANDMASTER,jsRrPFLkb-pdyB5vERJnfm8a5Wz0Lr8vmCjL7AzWoIuGCWs,Awe MenogMeongi,391,561,478,False,False,True,False
GRANDMASTER,6nIOP7LKWpu35bQPllRH3ljGcWGSnYGOxWI3uPiEFcOJCiQ, 장 승 한,560,403,317,False,False,False,False
GRANDMASTER,mzr8sPlsrRdzZdJpR30IsetYd-nV8OkHJwqHyKzgtW2LeEE,stillness game,505,488,390,True,False,False,False
GRANDMASTER,NRQvoTIvU-Oizg8sQ5aiRQd9PzR2uI4waXPgmaEGDJYFxys,SANDBOX Howling,508,381,340,False,False,False,False
GRANDMASTER,QyGMTY3NjtYTggyTCLRqLHEf46jnx7AHgmdQ14fOM9xITCw,과감하게 주다,302,476,454,False,False,False,False
GRANDMASTER,njT6SPxSMeHtr093BeJ0z2rfGfikH414vBr_WLlZLwo3Of8,DFM Evi,549,442,401,True,False,False,True
GRANDMASTER,O1KWb8tHuXEx6Q19h1x1TmfbSnsSGsjbNs_81guslECr9qY,chixiaoyubaby,517,390,296,False,False,False,False
GRANDMASTER,tUQNqhwNafq1mZ55upW34GGSCEwwiiuhspGun9MOXxM_thc,Gen G ToongE,410,782,729,False,False,False,False
GRANDMASTER,IxPfEtuZY6xFWTGRRzp3pevBQDrDwBtGKI1F2ioEam32p74,너무 아쉬워요,315,652,623,False,False,True,False
GRANDMASTER,_sTFc4NMguSlHExbLln-DyOhS6bAfnqadXBfD--Lap3LT-k,직스 좀 믿어줘,354,123,93,False,False,True,False
GRANDMASTER,phD2cpV_9oc1KEz-bQNxjaLqG-9mVCZ3e9q9IxtU1Uf82hU,미안 내가 빨아,455,556,532,False,False,True,False
GRANDMASTER,utqRjp4IFfNqkhcRkci5XzTZeFmCyEnzKbWKalLkb6Zc7Hg,2019 Wink,428,240,230,True,False,False,False
GRANDMASTER,l1tbGYaEqqnPLKVwQD0v4_P1XMAOSdfkd6K78s4md-gazg,Dlvvlgold,483,477,446,False,False,False,True
GRANDMASTER,rPMp1keCfm9CBqm8LuaZCdjWMxUZnJy1O_2UauGiOkBa8w,SRY THX GG,434,353,307,False,False,False,False
GRANDMASTER,Op3kjY-PV5PqQroYUCsoFDl00b_yPBtXdrXI9VxfdbQlF5Y,xiari de weifeng,443,187,101,False,False,False,False
GRANDMASTER,GRjavlODlckuPNXm-P4MPwtB4WGJi1L9HZZZctumgtS_rm4,날마다 서 푼,503,433,409,False,False,False,False
GRANDMASTER,v_oJ6ntHD2X_yGcm6zW8MP25rFFwrQO4CxMZVqHNMtUwIc0,NUNST,395,182,99,False,False,False,False
GRANDMASTER,lb9meO4oRDkuhZQU7Mih2QTREORHaLw4MN2_zJrtKSJYIuw,진지하게 대하다,370,699,685,True,False,False,False
GRANDMASTER,_vAeKwcx0Tfi4dcW9LPJY-5kJ-ntTNOgI6C_6L49_39y6g,Platypus1,467,576,546,False,False,False,False
GRANDMASTER,Mc_GyiCCTqzOThgbmnkV0oKTHmtUkpCdPlg-TQa905Qy_B8,훈련병 레이닝,573,500,443,True,False,False,False
GRANDMASTER,4QxVyW2NLF7-6WWAK4iatRZEFTFxJGzoOKOHNZL0ry9wmpA,kusurii,328,232,214,False,False,True,False
GRANDMASTER,GdOra8U8Y1TzJJW_hG6IvA6zE_WqkL7_ieADygsSe5Fni5s,T1 Ekips,354,266,188,False,False,True,False
GRANDMASTER,zzmCYtshagreeYjmJkhzDuDCT7iGEuTl2wHhDh2VYAP_f4k,kelinn,532,673,643,False,False,True,False
GRANDMASTER,ithuruK4FexF_vtZ_eEaonPpFLxRpHYTIxgr3tovcHx4C_o,AF BAekHO,446,474,442,False,False,True,False
GRANDMASTER,vlHKXZ0JOxP1hQ9AutIqZ53Uk6Wmu2uNxQOS7fM_Rfh4aZs,The Do1u1u,447,499,393,False,False,False,False
GRANDMASTER,VLppjcrnpEKx2Ent9c3Og4aDtiSZ4yfPeYDCRRt33WOaHF4,에스카노르 킹,412,452,432,True,False,False,False
GRANDMASTER,exnsIAtEzMMCG68_xKVX2SgXuhoKPbXRjCQ2pRw-f9Dtsg,내고추를보았는가,392,738,702,False,False,False,False
GRANDMASTER,FHHZS5auSBJGi-Cy14EIezOrijOcdouLCDnqn14zEVTmBA,maplelv267,636,441,429,False,False,True,False
GRANDMASTER,hTQSOV2nTAUhJujbAkvaos9bKu9dAzTpvYW7jGFR_B1mPg,Youtube 성훈,512,335,299,True,False,False,False
GRANDMASTER,bVa7YDOKRNHCICKl3KC-f6_9ubIMJw-NDcbFfQwXsqFKieQ,gaccongct,348,305,286,False,False,True,False
GRANDMASTER,eqjIVvF1j5wJlkfjy_iSqSTtFUCvhBFSlR5xtFK8VJTKKrA,coldnightz,558,148,122,False,False,False,False
GRANDMASTER,bVolz3nPRPpvKyoSQ3_D-8DwxtQWX4-oS7eufsmzb2sLe-4,Red drama,566,259,160,False,False,False,False
GRANDMASTER,TDRr6tb_g-9BXgnlLAcaddR-gQHIOrAb8CPNHIFOPt5gLoQ,Apolosius,350,543,521,False,False,False,False
GRANDMASTER,9ez6GzRPwul4I45GSBsZztju7pXVy-KBd2dD5CsmG8kzYdE,T1 Cake,522,509,460,True,False,False,False
GRANDMASTER,-rJSc8JRWVsWU5YB2Zcp-DPVQ7k-6uEUAhkS6vgJuaq3-Hc,T1 Ellim,664,205,162,False,False,True,True
GRANDMASTER,W5wC0p-7Srh-EIqUbMWyUAZmAo5VpW39FCoGLfbrgd6ChF0,쟤승샷,499,288,258,False,False,False,False
GRANDMASTER,cZs7fT2vUluXl2vz0Gw4HwGZbvRy_xqnBns0T4OGTTscbaQ,Shoemache,585,427,382,True,False,False,False
GRANDMASTER,2EHdIxcBtMO5ATZ_RORp6S0cZPSL1jx8H6hq2DWDxrDOTF0,HUYATV Osu,398,322,232,False,False,True,False
GRANDMASTER,DYzbe3e8MqoRkTHOvT68k7VYOgY0z7N2CCSCFrgEmaLPpuk, Flower monkey,415,383,273,False,False,True,False
GRANDMASTER,FxcKsKxGB6vdpxVfE4n55-6Z8G8Y5I6ynoZxYORrQ4oQqrk,AF Na Kyung,512,529,486,True,False,False,False
GRANDMASTER,yPwW699-McWYI10-_ctaeqNFz79afc8IoJ6DQxRhCESLllE,식혜성애자,486,501,475,False,False,False,False
GRANDMASTER,XFYHOASPFWUmptSewETQOha7DpHyz4yxYLpt1M8-KBu2a5k,에스유피,417,347,316,False,False,False,False
GRANDMASTER,4LC5ddOf-QCOlpq5KdBOiR9AsLdnvTmWSsAeGJbZ4DmYlps,tuixinloituinoob,468,461,429,False,False,True,False
GRANDMASTER,dr7bAXyoaB9UB8CasSBVVeR432PczMKbScOmJ9epyiAWUVs,huya xiaohao 1,386,279,263,False,False,False,False
GRANDMASTER,Zyeavh2gJpbaku9JzFxkJZsB7RBIp7ejIkbmxl6aIKptkXg,여전히 널 원해,346,213,174,False,False,True,True
GRANDMASTER,fv_f-fAMzLmwsE6U2mh0yUGeKWdZfXjlj77KJVxtveRlCjY,소똥굴이,683,263,209,False,False,True,False
